Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDZ37,OUT035,1481.8506141732285
NCT30,OUT045,798.2176035398228
DRY23,OUT018,507.04640366972484
NCZ30,OUT018,1752.2524399999998
FDC44,OUT018,1752.2524399999998
FDB45,OUT035,1649.6795480769226
FDY04,OUT013,2680.036722513089
FDM27,OUT046,2680.036722513089
FDZ43,OUT017,3969.499600000001
FDT39,OUT019,346.8972837209301
NCC06,OUT019,281.48208181818177
FDL15,OUT027,4117.317712631579
FDL57,OUT017,4034.3003068965513
FDU08,OUT046,1649.6795480769226
FDK40,OUT017,4433.30403265306
FDQ12,OUT010,584.7577647727272
FDS48,OUT017,2987.0414550458727
FDP09,OUT045,3692.819102439025
FDW21,OUT049,1461.8437959999999
FDY25,OUT035,3328.2073809523795
DRE13,OUT017,1481.8506141732285
FDV43,OUT019,92.67548155339804
FDD22,OUT045,1570.2005266666665
FDM46,OUT019,219.21852093023256
NCO30,OUT010,482.6995426229507
FDM25,OUT046,3177.037808
NCN41,OUT049,2089.9710432835814
FDU24,OUT045,1481.8506141732285
FDZ50,OUT046,3480.072957352941
FDP45,OUT013,4034.3003068965513
NCM54,OUT045,1827.8328454545463
FDW10,OUT019,425.93559145299145
FDP20,OUT017,1952.3712349514562
FDK32,OUT046,2987.0414550458727
FDN52,OUT049,1259.549051315789
FDM58,OUT045,1678.1489000000001
FDZ46,OUT027,3242.062071532848
NCA18,OUT018,1752.2524399999998
FDD35,OUT046,2293.906512903225
NCK31,OUT035,713.8586545454551
FDI40,OUT027,2517.882088484848
FDT50,OUT019,219.21852093023256
NCT06,OUT046,2987.0414550458727
FDT31,OUT035,2827.356688888888
FDT45,OUT049,932.443804371585
FDT13,OUT045,2911.4114396396403
FDO50,OUT045,1424.5946902777782
NCU18,OUT010,281.48208181818177
NCR54,OUT049,3480.072957352941
NCO18,OUT018,2879.671553999999
FDU09,OUT045,786.2280350877194
FDT13,OUT018,2911.4114396396403
FDE09,OUT046,1649.6795480769226
NCK53,OUT019,219.21852093023256
FDG45,OUT049,3692.819102439025
DRH15,OUT035,677.1027476190474
FDO21,OUT019,584.7577647727272
FDD14,OUT027,5329.3147244444435
FDC09,OUT046,1678.1489000000001
FDH45,OUT027,1378.263185276074
FDV32,OUT046,1103.1862133333332
FDG12,OUT035,2293.906512903225
FDS32,OUT013,2252.9139603174617
NCL55,OUT018,3327.952582926828
DRE01,OUT035,3719.0643283783766
DRE15,OUT049,1259.549051315789
NCL42,OUT045,3969.499600000001
FDP31,OUT013,1103.1862133333332
FDN33,OUT018,1259.549051315789
FDZ59,OUT046,2611.4595423423416
FDE45,OUT010,425.93559145299145
FDJ07,OUT013,1922.149381714284
FDQ45,OUT018,2827.356688888888
FDM33,OUT027,5329.3147244444435
FDO15,OUT010,165.91858165137606
FDM46,OUT013,1481.8506141732285
FDR03,OUT045,3969.499600000001
FDY49,OUT018,2232.8470218487396
FDQ60,OUT045,1827.8328454545463
FDW10,OUT049,2879.671553999999
FDO51,OUT049,677.1027476190474
FDJ40,OUT018,1372.688490740741
FDS20,OUT018,3328.2073809523795
FDU45,OUT013,1922.149381714284
FDV02,OUT035,2987.0414550458727
FDN09,OUT046,4350.177408
NCM55,OUT027,5329.3147244444435
FDN23,OUT018,2232.8470218487396
FDY31,OUT010,346.8972837209301
FDW03,OUT010,219.21852093023256
FDD14,OUT046,2919.0371914893603
FDV23,OUT017,1952.3712349514562
DRI03,OUT045,2552.005235185186
FDN13,OUT035,1570.2005266666665
FDF45,OUT027,1378.263185276074
FDU46,OUT035,1424.5946902777782
FDB57,OUT049,3692.819102439025
FDV12,OUT049,1678.1489000000001
FDQ58,OUT013,2490.526886705203
NCA18,OUT017,1922.149381714284
FDH52,OUT049,786.2280350877194
FDM24,OUT018,2232.8470218487396
NCP43,OUT027,5329.3147244444435
NCO18,OUT019,425.93559145299145
FDM32,OUT017,1424.5946902777782
NCL07,OUT017,583.8145788617887
FDK03,OUT013,4034.3003068965513
FDP59,OUT017,1678.1489000000001
FDQ24,OUT049,4433.30403265306
FDQ16,OUT018,1372.688490740741
FDU44,OUT013,2680.036722513089
FDH28,OUT010,92.67548155339804
FDV28,OUT019,92.67548155339804
FDM22,OUT045,932.443804371585
FDR56,OUT046,3480.072957352941
FDV39,OUT049,2827.356688888888
FDU37,OUT019,165.91858165137606
FDQ11,OUT010,584.7577647727272
FDX02,OUT045,3969.499600000001
NCS42,OUT018,1259.549051315789
FDY57,OUT027,2517.882088484848
FDB21,OUT049,3719.0643283783766
FDE28,OUT017,3719.0643283783766
FDQ55,OUT017,1922.149381714284
FDA48,OUT049,3387.3895120689645
FDZ19,OUT045,2788.889724
NCC43,OUT045,4034.3003068965513
NCV18,OUT046,1481.8506141732285
NCA42,OUT018,2232.8470218487396
FDY45,OUT046,4433.30403265306
NCC30,OUT045,2879.671553999999
FDM57,OUT013,1243.0689297709926
FDL09,OUT010,425.93559145299145
FDB09,OUT027,3242.062071532848
FDT44,OUT035,2089.9710432835814
NCT06,OUT027,4117.317712631579
FDX26,OUT049,3480.072957352941
FDK32,OUT013,2987.0414550458727
DRA12,OUT046,2252.9139603174617
FDO46,OUT010,482.6995426229507
FDE52,OUT013,1424.5946902777782
NCH42,OUT045,3692.819102439025
FDV08,OUT035,677.1027476190474
FDB47,OUT018,3327.952582926828
FDC28,OUT010,281.48208181818177
FDD22,OUT046,1922.149381714284
FDS07,OUT027,3242.062071532848
DRI13,OUT045,3969.499600000001
FDG32,OUT018,3327.952582926828
FDU14,OUT017,4433.30403265306
FDD28,OUT019,165.91858165137606
NCP41,OUT017,1678.1489000000001
FDS08,OUT049,2788.889724
FDX47,OUT045,2222.6712822580644
FDC53,OUT019,219.21852093023256
FDQ19,OUT035,3969.499600000001
FDL14,OUT045,2222.6712822580644
FDM33,OUT019,584.7577647727272
FDA51,OUT045,1827.8328454545463
FDZ27,OUT018,713.8586545454551
FDT04,OUT046,677.1027476190474
DRC13,OUT049,2089.9710432835814
FDR16,OUT027,5329.3147244444435
FDQ03,OUT027,6280.890880000001
FDE38,OUT035,2611.4595423423416
DRH23,OUT027,1378.263185276074
FDT11,OUT019,482.6995426229507
FDD09,OUT035,2552.005235185186
FDR40,OUT045,1481.8506141732285
FDX07,OUT017,2919.0371914893603
FDR07,OUT035,1570.2005266666665
FDA51,OUT017,1922.149381714284
FDT59,OUT019,584.7577647727272
FDF20,OUT017,2911.4114396396403
FDR13,OUT045,1827.8328454545463
FDY26,OUT049,4350.177408
FDW04,OUT017,1952.3712349514562
FDK52,OUT017,3719.0643283783766
FDN60,OUT049,2680.036722513089
FDM09,OUT019,425.93559145299145
FDP46,OUT049,1259.549051315789
FDB50,OUT019,165.91858165137606
NCQ29,OUT049,4034.3003068965513
FDP16,OUT027,6280.890880000001
FDX33,OUT018,2232.8470218487396
FDP07,OUT010,482.6995426229507
FDN22,OUT046,4034.3003068965513
FDF39,OUT049,4034.3003068965513
FDS21,OUT017,786.2280350877194
NCM42,OUT013,1851.5061202185789
FDK50,OUT019,425.93559145299145
DRF13,OUT027,4117.317712631579
FDH35,OUT018,2232.8470218487396
FDP60,OUT018,1372.688490740741
DRJ49,OUT027,3242.062071532848
NCT42,OUT019,346.8972837209301
FDE38,OUT049,2611.4595423423416
FDI04,OUT049,3480.072957352941
NCH54,OUT045,2680.036722513089
FDT56,OUT049,786.2280350877194
DRD15,OUT018,3327.952582926828
FDV58,OUT013,2827.356688888888
FDP21,OUT049,3480.072957352941
FDH05,OUT013,3719.0643283783766
FDR10,OUT027,4117.317712631579
NCP06,OUT045,2453.747700699301
FDF33,OUT049,1649.6795480769226
DRK37,OUT013,2827.356688888888
DRH49,OUT045,1243.0689297709926
FDT58,OUT013,2611.4595423423416
FDD41,OUT018,1372.688490740741
FDP40,OUT018,1372.688490740741
FDM51,OUT027,2517.882088484848
FDO45,OUT010,219.21852093023256
FDW33,OUT010,219.21852093023256
FDY24,OUT045,786.2280350877194
FDB10,OUT010,584.7577647727272
FDM40,OUT035,2252.9139603174617
NCI06,OUT017,3328.2073809523795
FDW12,OUT019,346.8972837209301
FDX48,OUT027,4117.317712631579
NCW05,OUT027,2517.882088484848
FDX27,OUT017,1461.8437959999999
DRM37,OUT045,3164.305884313725
FDA38,OUT045,3692.819102439025
FDR36,OUT046,677.1027476190474
FDZ45,OUT046,3480.072957352941
FDG05,OUT017,2222.6712822580644
FDK28,OUT013,4433.30403265306
FDV47,OUT045,1424.5946902777782
FDN21,OUT045,2453.747700699301
FDP20,OUT027,3242.062071532848
FDI35,OUT045,3328.2073809523795
DRY23,OUT013,507.04640366972484
FDA56,OUT017,2293.906512903225
FDB09,OUT013,2089.9710432835814
NCO26,OUT027,3242.062071532848
FDQ49,OUT018,2232.8470218487396
FDI52,OUT027,3242.062071532848
FDZ44,OUT027,3242.062071532848
FDZ09,OUT018,2232.8470218487396
FDY03,OUT049,1922.149381714284
NCG42,OUT017,1952.3712349514562
DRI13,OUT027,5329.3147244444435
FDQ32,OUT013,1952.3712349514562
FDW16,OUT035,1424.5946902777782
FDU27,OUT046,798.2176035398228
FDR28,OUT010,425.93559145299145
FDQ49,OUT010,346.8972837209301
FDS37,OUT046,1922.149381714284
FDW26,OUT018,3327.952582926828
FDX12,OUT018,3327.952582926828
NCP06,OUT013,2453.747700699301
FDW45,OUT010,346.8972837209301
NCN30,OUT049,1678.1489000000001
FDN24,OUT049,786.2280350877194
NCL41,OUT027,1378.263185276074
FDR02,OUT019,281.48208181818177
FDD09,OUT010,425.93559145299145
FDS33,OUT010,219.21852093023256
FDU22,OUT045,1827.8328454545463
FDI53,OUT013,2611.4595423423416
DRH01,OUT049,2788.889724
FDX32,OUT013,2252.9139603174617
NCP30,OUT018,507.04640366972484
FDB60,OUT045,2911.4114396396403
FDB14,OUT049,1259.549051315789
NCP02,OUT035,786.2280350877194
FDJ10,OUT017,2252.9139603174617
FDG34,OUT046,1851.5061202185789
NCB18,OUT017,1424.5946902777782
FDM16,OUT049,1103.1862133333332
FDW25,OUT018,1259.549051315789
FDB35,OUT010,219.21852093023256
DRN11,OUT013,2252.9139603174617
FDF41,OUT019,584.7577647727272
FDH16,OUT045,1424.5946902777782
NCQ50,OUT018,3327.952582926828
DRH23,OUT018,932.443804371585
DRJ37,OUT013,2490.526886705203
DRJ24,OUT027,5329.3147244444435
FDY16,OUT035,2919.0371914893603
FDQ27,OUT045,1851.5061202185789
FDZ33,OUT045,2490.526886705203
FDF29,OUT045,1827.8328454545463
FDA08,OUT049,2611.4595423423416
FDG31,OUT046,1103.1862133333332
FDE34,OUT019,482.6995426229507
NCR30,OUT027,1378.263185276074
FDV33,OUT035,4034.3003068965513
DRZ24,OUT018,1752.2524399999998
NCL54,OUT035,2552.005235185186
FDR12,OUT049,3177.037808
NCC54,OUT046,3719.0643283783766
DRN59,OUT013,798.2176035398228
FDX50,OUT019,281.48208181818177
FDV31,OUT027,5329.3147244444435
NCA29,OUT027,4117.317712631579
FDW60,OUT049,2879.671553999999
FDX08,OUT017,3328.2073809523795
DRD49,OUT013,3719.0643283783766
FDD33,OUT046,3719.0643283783766
FDW35,OUT013,507.04640366972484
FDJ36,OUT017,1851.5061202185789
FDV51,OUT035,2680.036722513089
FDW36,OUT046,1570.2005266666665
FDH35,OUT046,2453.747700699301
NCS30,OUT027,3242.062071532848
FDN49,OUT017,677.1027476190474
FDL08,OUT018,3327.952582926828
FDI09,OUT013,3719.0643283783766
FDP19,OUT018,1752.2524399999998
FDU21,OUT010,92.67548155339804
NCP41,OUT045,1678.1489000000001
FDY10,OUT013,1922.149381714284
FDP12,OUT018,507.04640366972484
NCN26,OUT049,1922.149381714284
FDK44,OUT013,2788.889724
FDC28,OUT049,1461.8437959999999
FDJ41,OUT027,6280.890880000001
NCT29,OUT035,2089.9710432835814
NCH42,OUT019,584.7577647727272
FDU60,OUT018,2232.8470218487396
FDS02,OUT045,3164.305884313725
FDC51,OUT046,2293.906512903225
FDU03,OUT013,2919.0371914893603
FDX39,OUT045,3969.499600000001
NCY05,OUT010,92.67548155339804
NCL06,OUT027,6280.890880000001
FDD32,OUT035,1243.0689297709926
NCN41,OUT045,1827.8328454545463
NCX53,OUT049,2293.906512903225
FDU57,OUT019,346.8972837209301
FDQ23,OUT046,1649.6795480769226
FDQ52,OUT045,4433.30403265306
FDC14,OUT045,677.1027476190474
FDY09,OUT035,2879.671553999999
FDQ28,OUT045,2680.036722513089
FDV25,OUT046,4350.177408
FDJ07,OUT035,1922.149381714284
DRB25,OUT049,1570.2005266666665
FDK52,OUT019,584.7577647727272
FDY52,OUT027,1378.263185276074
FDB28,OUT046,3480.072957352941
FDT36,OUT035,583.8145788617887
FDV25,OUT017,3969.499600000001
NCN07,OUT027,3242.062071532848
FDC57,OUT017,2919.0371914893603
FDQ03,OUT018,3327.952582926828
FDU23,OUT017,2987.0414550458727
NCX41,OUT035,3969.499600000001
NCD06,OUT035,798.2176035398228
FDW08,OUT045,1461.8437959999999
NCU29,OUT017,2490.526886705203
NCE06,OUT013,2222.6712822580644
FDV52,OUT010,281.48208181818177
FDB02,OUT017,2879.671553999999
NCR18,OUT045,677.1027476190474
FDK16,OUT049,1649.6795480769226
NCQ29,OUT010,584.7577647727272
FDZ01,OUT019,219.21852093023256
FDW27,OUT035,2222.6712822580644
FDD17,OUT018,3327.952582926828
FDW39,OUT013,2552.005235185186
DRH59,OUT045,1103.1862133333332
FDS52,OUT013,1649.6795480769226
FDU40,OUT027,5329.3147244444435
NCF54,OUT013,3177.037808
FDH46,OUT045,1851.5061202185789
NCP14,OUT049,1851.5061202185789
FDH50,OUT049,2827.356688888888
DRF15,OUT010,346.8972837209301
FDV27,OUT027,2517.882088484848
NCJ06,OUT049,2089.9710432835814
FDN02,OUT018,3327.952582926828
FDQ51,OUT049,798.2176035398228
FDQ07,OUT017,3387.3895120689645
FDS45,OUT049,1851.5061202185789
NCJ06,OUT045,1827.8328454545463
FDD36,OUT035,1922.149381714284
FDY25,OUT045,3328.2073809523795
FDU52,OUT046,2222.6712822580644
DRK47,OUT017,3719.0643283783766
NCL30,OUT017,1952.3712349514562
FDN22,OUT035,4034.3003068965513
NCF30,OUT027,3242.062071532848
FDK03,OUT035,4034.3003068965513
FDT45,OUT017,932.443804371585
NCC54,OUT027,6280.890880000001
FDP08,OUT018,2919.0371914893603
FDU44,OUT046,2680.036722513089
DRG39,OUT035,932.443804371585
FDU32,OUT049,2293.906512903225
FDY27,OUT049,2879.671553999999
